Commune;Codepos;Departement;INSEE
SOURRIBES;4290;ALPES DE HAUTE PROVENCE;4211
SOURS;28630;EURE ET LOIR;28380
SOURSAC;19550;CORREZE;19264
SOURZAC;24400;DORDOGNE;24543
SOURZY;69700;RHONE;69971
SOUS COTE;38780;ISERE;38914
SOUS PARSAT;23150;CREUSE;23175
SOUSCEYRAC;46190;LOT;46311
SOUSMOULINS;17130;CHARENTE MARITIME;17433
SOUSPIERRE;26160;DROME;26343
SOUSSAC;33790;GIRONDE;33516
SOUSSANS;33460;GIRONDE;33517
SOUSSEY SUR BRIONNE;21350;COTE D'OR;21613
SOUSTELLE;30110;GARD;30323
SOUSTONS;40140;LANDES;40310
SOUSVILLE;38350;ISERE;38497
SOUTERNON;42260;LOIRE;42303
SOUTIERS;79310;DEUX SEVRES;79318
SOUVANS;39380;JURA;39520
SOUVIGNARGUES;30250;GARD;30324
SOUVIGNE;16240;CHARENTE;16373
SOUVIGNE;37330;INDRE ET LOIRE;37251
SOUVIGNE;79800;DEUX SEVRES;79319
SOUVIGNE SUR MEME;72400;SARTHE;72342
SOUVIGNE SUR SARTHE;72300;SARTHE;72343
SOUVIGNY;3210;ALLIER;3275
SOUVIGNY DE TOURAINE;37530;INDRE ET LOIRE;37252
SOUVIGNY EN SOLOGNE;41600;LOIR ET CHER;41251
SOUYEAUX;65350;HAUTES PYRENEES;65436
SOUZAY CHAMPIGNY;49400;MAINE ET LOIRE;49341
SOUZY;69610;RHONE;69178
SOUZY LA BRICHE;91580;ESSONNE;91602
SOVERIA;20250;CORSE;20289
SOYANS;26400;DROME;26344
SOYAUX;16800;CHARENTE;16374
SOYE;25250;DOUBS;25553
SOYE EN SEPTAINE;18340;CHER;18254
SOYECOURT;80200;SOMME;80741
SOYERS;52400;HAUTE MARNE;52483
SOYONS;7130;ARDECHE;7316
SPADA;55300;MEUSE;55499
SPARSBACH;67340;BAS RHIN;67475
SPAY;72700;SARTHE;72344
SPECHBACH LE BAS;68720;HAUT RHIN;68319
SPECHBACH LE HAUT;68720;HAUT RHIN;68320
SPELONCATO;20226;CORSE;20290
SPERACEDES;6530;ALPES MARITIMES;6137
SPEZET;29540;FINISTERE;29278
SPICHEREN;57350;MOSELLE;57659
SPINCOURT;55230;MEUSE;55500
SPONVILLE;54800;MEURTHE ET MOSELLE;54511
SPOY;10200;AUBE;10374
SPOY;21120;COTE D'OR;21614
SPYCKER;59380;NORD;59576
SQUIFFIEC;22200;COTES D'ARMOR;22338
ST AARON;22400;COTES D'ARMOR;22270
ST ABIT;64800;PYRENEES ATLANTIQUES;64469
ST ABRAHAM;56140;MORBIHAN;56202
ST ACHEUL;80370;SOMME;80697
ST ADJUTORY;16310;CHARENTE;16293
ST ADRIEN;22390;COTES D'ARMOR;22271
ST AFFRIQUE;12400;AVEYRON;12208
ST AFFRIQUE LES MONTAGNES;81290;TARN;81235
ST AGATHON;22200;COTES D'ARMOR;22272
ST AGIL;41170;LOIR ET CHER;41197
ST AGNAN;2330;AISNE;2669
ST AGNAN;58230;NIEVRE;58226
ST AGNAN;71160;SAONE ET LOIRE;71382
ST AGNAN;81500;TARN;81236
ST AGNAN;89340;YONNE;89332
ST AGNAN DE CERNIERE;27390;EURE;27505
ST AGNAN EN VERCORS;26420;DROME;26290
ST AGNAN LE MALHERBE;14260;CALVADOS;14553
ST AGNAN SOUS LES COTES;55300;MEUSE;55451
ST AGNAN SUR ERRE;61340;ORNE;61359
ST AGNAN SUR SARTHE;61170;ORNE;61360
ST AGNANT;17620;CHARENTE MARITIME;17308
ST AGNANT DE VERSILLAT;23300;CREUSE;23177
ST AGNANT PRES CROCQ;23260;CREUSE;23178
ST AGNE;24520;DORDOGNE;24361
ST AGNET;40800;LANDES;40247
ST AGNIN SUR BION;38300;ISERE;38351
ST AGOULIN;63260;PUY DE DOME;63311
ST AGREVE;7320;ARDECHE;7204
ST AIGNAN;8350;ARDENNES;8377
ST AIGNAN;33126;GIRONDE;33365
ST AIGNAN;41110;LOIR ET CHER;41198
ST AIGNAN;56480;MORBIHAN;56203
ST AIGNAN;72110;SARTHE;72265
ST AIGNAN;82100;TARN ET GARONNE;82152
ST AIGNAN DE COUPTRAIN;53250;MAYENNE;53196
ST AIGNAN DE CRAMESNIL;14540;CALVADOS;14554
ST AIGNAN DES GUES;45460;LOIRET;45267
ST AIGNAN DES NOYERS;18600;CHER;18196
ST AIGNAN GRANDLIEU;44860;LOIRE ATLANTIQUE;44150
ST AIGNAN LE JAILLARD;45600;LOIRET;45268
ST AIGNAN SUR ROE;53390;MAYENNE;53197
ST AIGNAN SUR RY;76116;SEINE MARITIME;76554
ST AIGNY;36300;INDRE;36178
ST AIGULIN;17360;CHARENTE MARITIME;17309
ST AIL;54580;MEURTHE ET MOSELLE;54469
ST ALBAIN;71260;SAONE ET LOIRE;71383
ST ALBAN;1450;AIN;1331
ST ALBAN;22400;COTES D'ARMOR;22273
ST ALBAN;31140;HAUTE GARONNE;31467
ST ALBAN AURIOLLES;7120;ARDECHE;7207
ST ALBAN D AY;7790;ARDECHE;7205
ST ALBAN DE MONTBEL;73610;SAVOIE;73219
ST ALBAN DE ROCHE;38300;ISERE;38352
ST ALBAN DES HURTIERES;73220;SAVOIE;73220
ST ALBAN DES VILLARDS;73130;SAVOIE;73221
ST ALBAN DU RHONE;38370;ISERE;38353
ST ALBAN EN MONTAGNE;7590;ARDECHE;7206
ST ALBAN LES EAUX;42370;LOIRE;42198
ST ALBAN LEYSSE;73230;SAVOIE;73222
ST ALBAN SUR LIMAGNOLE;48120;LOZERE;48132
ST ALBIN DE VAULSERRE;38480;ISERE;38354
ST ALEXANDRE;30130;GARD;30226
ST ALGIS;2260;AISNE;2670
ST ALLOUESTRE;56500;MORBIHAN;56204
ST ALPINIEN;23200;CREUSE;23179
ST ALYRE D ARLANC;63220;PUY DE DOME;63312
ST ALYRE ES MONTAGNE;63420;PUY DE DOME;63313
ST AMADOU;9100;ARIEGE;9254
ST AMANCET;81110;TARN;81237
ST AMAND;23200;CREUSE;23180
ST AMAND;50160;MANCHE;50444
ST AMAND;62760;PAS DE CALAIS;62741
ST AMAND DE BELVES;24170;DORDOGNE;24363
ST AMAND DE COLY;24290;DORDOGNE;24364
ST AMAND DE GRAVES;16120;CHARENTE;16297
ST AMAND DE VERGT;24380;DORDOGNE;24365
ST AMAND DES HAUTES TERRE;27370;EURE;27506
ST AMAND EN PUISAYE;58310;NIEVRE;58227
ST AMAND JARTOUDEIX;23400;CREUSE;23181
ST AMAND LE PETIT;87120;HAUTE VIENNE;87132
ST AMAND LES EAUX;59230;NORD;59526
ST AMAND LONGPRE;41310;LOIR ET CHER;41199
ST AMAND MAGNAZEIX;87290;HAUTE VIENNE;87133
ST AMAND MONTROND;18200;CHER;18197
ST AMAND SUR FION;51300;MARNE;51472
ST AMAND SUR ORNAIN;55500;MEUSE;55452
ST AMAND SUR SEVRE;79700;DEUX SEVRES;79235
ST AMANDIN;15190;CANTAL;15170
ST AMANS;9100;ARIEGE;9255
ST AMANS;11270;AUDE;11331
ST AMANS;48700;LOZERE;48133
ST AMANS DE PELLAGAL;82110;TARN ET GARONNE;82154
ST AMANS DES COTS;12460;AVEYRON;12209
ST AMANS DU PECH;82150;TARN ET GARONNE;82153
ST AMANS SOULT;81240;TARN;81238
ST AMANS VALTORET;81240;TARN;81239
ST AMANT;16190;CHARENTE;16294
ST AMANT DE BOIXE;16330;CHARENTE;16295
ST AMANT DE BONNIEURE;16230;CHARENTE;16296
ST AMANT DE NOUERE;16170;CHARENTE;16298
ST AMANT ROCHE SAVINE;63890;PUY DE DOME;63314
ST AMANT TALLENDE;63450;PUY DE DOME;63315
ST AMARIN;68550;HAUT RHIN;68292
ST AMBREUIL;71240;SAONE ET LOIRE;71384
ST AMBROIX;18290;CHER;18198
ST AMBROIX;30500;GARD;30227
ST AME;88120;VOSGES;88409
ST AMOUR;39160;JURA;39475
ST AMOUR BELLEVUE;71570;SAONE ET LOIRE;71385
ST ANASTAISE;63610;PUY DE DOME;63316
ST ANDELAIN;58150;NIEVRE;58228
ST ANDEOL;26150;DROME;26291
ST ANDEOL;38650;ISERE;38355
ST ANDEOL DE BERG;7170;ARDECHE;7208
ST ANDEOL DE CLERGUEMORT;48160;LOZERE;48134
ST ANDEOL DE FOURCHADES;7160;ARDECHE;7209
ST ANDEOL DE VALS;7600;ARDECHE;7210
ST ANDEOL LE CHATEAU;69700;RHONE;69179
ST ANDEUX;21530;COTE D'OR;21538
ST ANDIOL;13670;BOUCHES DU RHONE;13089
ST ANDOCHE;70600;HAUTE SAONE;70458
ST ANDRE;6730;ALPES MARITIMES;6114
ST ANDRE;16100;CHARENTE;16299
ST ANDRE;31420;HAUTE GARONNE;31468
ST ANDRE;32200;GERS;32356
ST ANDRE;66690;PYRENEES ORIENTALES;66168
ST ANDRE;73500;SAVOIE;73223
ST ANDRE;81250;TARN;81240
ST ANDRE;97440;REUNION;97409
ST ANDRE CAPCEZE;48800;LOZERE;48135
ST ANDRE D ALLAS;24200;DORDOGNE;24366
ST ANDRE D APCHON;42370;LOIRE;42199
ST ANDRE D EMBRUN;5200;HAUTES ALPES;5128
ST ANDRE D HEBERTOT;14130;CALVADOS;14555
ST ANDRE D HUIRIAT;1290;AIN;1334
ST ANDRE D OLERARGUES;30330;GARD;30232
ST ANDRE DE BAGE;1380;AIN;1332
ST ANDRE DE BOEGE;74420;HAUTE SAVOIE;74226
ST ANDRE DE BOHON;50500;MANCHE;50445
ST ANDRE DE BRIOUZE;61220;ORNE;61361
ST ANDRE DE CHALENCON;43130;HAUTE LOIRE;43166
ST ANDRE DE CORCY;1390;AIN;1333
ST ANDRE DE CRUZIERES;7460;ARDECHE;7211
ST ANDRE DE CUBZAC;33240;GIRONDE;33366
ST ANDRE DE DOUBLE;24190;DORDOGNE;24367
ST ANDRE DE L EPINE;50680;MANCHE;50446
ST ANDRE DE L EURE;27220;EURE;27507
ST ANDRE DE LA MARCHE;49450;MAINE ET LOIRE;49264
ST ANDRE DE LANCIZE;48240;LOZERE;48136
ST ANDRE DE LIDON;17260;CHARENTE MARITIME;17310
ST ANDRE DE MAJENCOULES;30570;GARD;30229
ST ANDRE DE MESSEI;61440;ORNE;61362
ST ANDRE DE NAJAC;12270;AVEYRON;12210
ST ANDRE DE ROQUELONGUE;11200;AUDE;11332
ST ANDRE DE ROQUEPERTUIS;30630;GARD;30230
ST ANDRE DE ROSANS;5150;HAUTES ALPES;5129
ST ANDRE DE SANGONIS;34725;HERAULT;34239
ST ANDRE DE SEIGNANX;40390;LANDES;40248
ST ANDRE DE VALBORGNE;30940;GARD;30231
ST ANDRE DE VEZINES;12720;AVEYRON;12211
ST ANDRE DES EAUX;22630;COTES D'ARMOR;22274
ST ANDRE DES EAUX;44117;LOIRE ATLANTIQUE;44151
ST ANDRE DU BOIS;33490;GIRONDE;33367
ST ANDRE DU BUEGES;34190;HERAULT;34238
ST ANDRE EN BARROIS;55220;MEUSE;55453
ST ANDRE EN BRESSE;71440;SAONE ET LOIRE;71386
ST ANDRE EN MORVAN;58140;NIEVRE;58229
ST ANDRE EN ROYANS;38680;ISERE;38356
ST ANDRE EN TERRE PLAINE;89420;YONNE;89333
ST ANDRE EN VIVARAIS;7690;ARDECHE;7212
ST ANDRE ET APPELLES;33220;GIRONDE;33369
ST ANDRE FARIVILLERS;60480;OISE;60565
ST ANDRE GOULE D OIE;85250;VENDEE;85196
ST ANDRE LA COTE;69440;RHONE;69180
ST ANDRE LACHAMP;7230;ARDECHE;7213
ST ANDRE LE BOUCHOUX;1240;AIN;1335
ST ANDRE LE COQ;63310;PUY DE DOME;63317
ST ANDRE LE DESERT;71220;SAONE ET LOIRE;71387
ST ANDRE LE GAZ;38490;ISERE;38357
ST ANDRE LE PUY;42210;LOIRE;42200
ST ANDRE LES ALPES;4170;ALPES DE HAUTE PROVENCE;4173
ST ANDRE LES VERGERS;10120;AUBE;10333
ST ANDRE LEZ LILLE;59350;NORD;59527
ST ANDRE SUR CAILLY;76690;SEINE MARITIME;76555
ST ANDRE SUR ORNE;14320;CALVADOS;14556
ST ANDRE SUR SEVRE;79380;DEUX SEVRES;79236
ST ANDRE SUR VIEUX JONC;1240;AIN;1336
ST ANDRE TREIZE VOIES;85260;VENDEE;85197
ST ANDRE VAL DE FIER;74150;HAUTE SAVOIE;74227
ST ANDRONY;33390;GIRONDE;33370
ST ANGE ET TORCAY;28170;EURE ET LOIR;28323
ST ANGE LE VIEL;77710;SEINE ET MARNE;77399
ST ANGEAU;16230;CHARENTE;16300
ST ANGEL;3170;ALLIER;3217
ST ANGEL;19200;CORREZE;19180
ST ANGEL;63410;PUY DE DOME;63318
ST ANTHEME;63660;PUY DE DOME;63319
ST ANTHOT;21540;COTE D'OR;21539
ST ANTOINE;15220;CANTAL;15172
ST ANTOINE;20240;CORSE;20965
ST ANTOINE;25370;DOUBS;25514
ST ANTOINE;32340;GERS;32358
ST ANTOINE;33240;GIRONDE;33371
ST ANTOINE CUMOND;24410;DORDOGNE;24368
ST ANTOINE D AUBEROCHE;24330;DORDOGNE;24369
ST ANTOINE DE BREUILH;24230;DORDOGNE;24370
ST ANTOINE DE FICALBA;47340;LOT ET GARONNE;47228
ST ANTOINE DU QUEYRET;33790;GIRONDE;33372
ST ANTOINE DU ROCHER;37360;INDRE ET LOIRE;37206
ST ANTOINE L ABBAYE;38160;ISERE;38359
ST ANTOINE LA FORET;76170;SEINE MARITIME;76556
ST ANTOINE SUR L ISLE;33660;GIRONDE;33373
ST ANTONIN;6260;ALPES MARITIMES;6115
ST ANTONIN;32120;GERS;32359
ST ANTONIN DE LACALM;81120;TARN;81241
ST ANTONIN DE SOMMAIRE;27250;EURE;27508
ST ANTONIN DU VAR;83510;VAR;83154
ST ANTONIN NOBLE VAL;82140;TARN ET GARONNE;82155
ST ANTONIN SUR BAYON;13100;BOUCHES DU RHONE;13090
ST AOUSTRILLE;36100;INDRE;36179
ST AOUT;36120;INDRE;36180
ST APOLLINAIRE;5160;HAUTES ALPES;5130
ST APOLLINAIRE;21850;COTE D'OR;21540
ST APPOLINAIRE;69170;RHONE;69181
ST APPOLINAIRE DE RIAS;7240;ARDECHE;7214
ST APPOLINARD;38160;ISERE;38360
ST APPOLINARD;42520;LOIRE;42201
ST AQUILIN;24110;DORDOGNE;24371
ST AQUILIN D AUGERONS;27390;EURE;27509
ST AQUILIN DE CORBION;61380;ORNE;61363
ST AQUILIN DE PACY;27120;EURE;27510
ST ARAILLE;31430;HAUTE GARONNE;31469
ST ARAILLES;32350;GERS;32360
ST ARCONS D ALLIER;43300;HAUTE LOIRE;43167
ST ARCONS DE BARGES;43420;HAUTE LOIRE;43168
ST AREY;38350;ISERE;38361
ST ARMEL;35230;ILLE ET VILAINE;35250
ST ARMEL;56450;MORBIHAN;56205
ST ARMOU;64160;PYRENEES ATLANTIQUES;64470
ST ARNAC;66220;PYRENEES ORIENTALES;66169
ST ARNOULT;14800;CALVADOS;14557
ST ARNOULT;41800;LOIR ET CHER;41201
ST ARNOULT;60220;OISE;60566
ST ARNOULT;76490;SEINE MARITIME;76557
ST ARNOULT DES BOIS;28190;EURE ET LOIR;28324
ST ARNOULT EN YVELINES;78730;YVELINES;78537
ST ARROMAN;32300;GERS;32361
ST ARROMAN;65250;HAUTES PYRENEES;65385
ST ARROUMEX;82210;TARN ET GARONNE;82156
ST ASTIER;24110;DORDOGNE;24372
ST ASTIER;47120;LOT ET GARONNE;47229
ST AUBAN;4600;ALPES DE HAUTE PROVENCE;4920
ST AUBAN;6850;ALPES MARITIMES;6116
ST AUBAN D OZE;5400;HAUTES ALPES;5131
ST AUBAN SUR L OUVEZE;26170;DROME;26292
ST AUBERT;59188;NORD;59528
ST AUBERT SUR ORNE;61210;ORNE;61364
ST AUBIN;2300;AISNE;2671
ST AUBIN;10400;AUBE;10334
ST AUBIN;21190;COTE D'OR;21541
ST AUBIN;36100;INDRE;36181
ST AUBIN;39410;JURA;39476
ST AUBIN;40250;LANDES;40249
ST AUBIN;47150;LOT ET GARONNE;47230
ST AUBIN;59440;NORD;59529
ST AUBIN;62170;PAS DE CALAIS;62742
ST AUBIN;91190;ESSONNE;91538
ST AUBIN CELLOVILLE;76520;SEINE MARITIME;76558
ST AUBIN CHATEAUNEUF;89110;YONNE;89334
ST AUBIN D APPENAI;61170;ORNE;61365
ST AUBIN D ARQUENAY;14970;CALVADOS;14558
ST AUBIN D AUBIGNE;35250;ILLE ET VILAINE;35251
ST AUBIN D ECROSVILLE;27110;EURE;27511
ST AUBIN DE BAUBIGNE;79700;DEUX SEVRES;79237
ST AUBIN DE BLAYE;33820;GIRONDE;33374
ST AUBIN DE BONNEVAL;61470;ORNE;61366
ST AUBIN DE BRANNE;33420;GIRONDE;33375
ST AUBIN DE CADELECH;24500;DORDOGNE;24373
ST AUBIN DE COURTERAIE;61560;ORNE;61367
ST AUBIN DE CRETOT;76190;SEINE MARITIME;76559
ST AUBIN DE LANQUAIS;24560;DORDOGNE;24374
ST AUBIN DE LOCQUENAY;72130;SARTHE;72266
ST AUBIN DE LUIGNE;49190;MAINE ET LOIRE;49265
ST AUBIN DE MEDOC;33160;GIRONDE;33376
ST AUBIN DE NABIRAT;24250;DORDOGNE;24375
ST AUBIN DE SCELLON;27230;EURE;27512
ST AUBIN DE TERREGATTE;50111;MANCHE;50448
ST AUBIN DES BOIS;14380;CALVADOS;14559
ST AUBIN DES BOIS;28300;EURE ET LOIR;28325
ST AUBIN DES CHATEAUX;44110;LOIRE ATLANTIQUE;44153
ST AUBIN DES CHAUMES;58190;NIEVRE;58230
ST AUBIN DES COUDRAIS;72400;SARTHE;72267
ST AUBIN DES GROIS;61340;ORNE;61368
ST AUBIN DES HAYES;27410;EURE;27513
ST AUBIN DES LANDES;35500;ILLE ET VILAINE;35252
ST AUBIN DES ORMEAUX;85130;VENDEE;85198
ST AUBIN DES PREAUX;50380;MANCHE;50447
ST AUBIN DU CORMIER;35140;ILLE ET VILAINE;35253
ST AUBIN DU DESERT;53700;MAYENNE;53198
ST AUBIN DU PAVAIL;35410;ILLE ET VILAINE;35254
ST AUBIN DU PERRON;50490;MANCHE;50449
ST AUBIN DU PLAIN;79300;DEUX SEVRES;79238
ST AUBIN DU THENNEY;27270;EURE;27514
ST AUBIN EN BRAY;60650;OISE;60567
ST AUBIN EN CHAROLLAIS;71430;SAONE ET LOIRE;71388
ST AUBIN EPINAY;76160;SEINE MARITIME;76560
ST AUBIN FOSSE LOUVAIN;53120;MAYENNE;53199
ST AUBIN LA PLAINE;85210;VENDEE;85199
ST AUBIN LE CAUF;76510;SEINE MARITIME;76562
ST AUBIN LE CLOUD;79450;DEUX SEVRES;79239
ST AUBIN LE DEPEINT;37370;INDRE ET LOIRE;37207
ST AUBIN LE GUICHARD;27410;EURE;27515
ST AUBIN LE MONIAL;3160;ALLIER;3218
ST AUBIN LE VERTUEUX;27300;EURE;27516
ST AUBIN LEBIZAY;14340;CALVADOS;14560
ST AUBIN LES ELBEUF;76410;SEINE MARITIME;76561
ST AUBIN LES FORGES;58130;NIEVRE;58231
ST AUBIN MONTENOY;80540;SOMME;80698
ST AUBIN RIVIERE;80430;SOMME;80699
ST AUBIN ROUTOT;76430;SEINE MARITIME;76563
ST AUBIN SOUS ERQUERY;60600;OISE;60568
ST AUBIN SUR AIRE;55500;MEUSE;55454
ST AUBIN SUR ALGOT;14340;CALVADOS;14561
ST AUBIN SUR GAILLON;27600;EURE;27517
ST AUBIN SUR LOIRE;71140;SAONE ET LOIRE;71389
ST AUBIN SUR MER;14750;CALVADOS;14562
ST AUBIN SUR MER;76740;SEINE MARITIME;76564
ST AUBIN SUR QUILLEBEUF;27680;EURE;27518
ST AUBIN SUR SCIE;76550;SEINE MARITIME;76565
ST AUBIN SUR YONNE;89300;YONNE;89335
ST AUGUSTIN;17570;CHARENTE MARITIME;17311
ST AUGUSTIN;19390;CORREZE;19181
ST AUGUSTIN;77515;SEINE ET MARNE;77400
ST AUGUSTIN DES BOIS;49170;MAINE ET LOIRE;49266
ST AULAIRE;19130;CORREZE;19182
ST AULAIS LA CHAPELLE;16300;CHARENTE;16301
ST AULAYE;24410;DORDOGNE;24376
ST AULDE;77260;SEINE ET MARNE;77401
ST AUNES;34130;HERAULT;34240
ST AUNIX LENGROS;32160;GERS;32362
ST AUPRE;38960;ISERE;38362
ST AUSTREMOINE;43380;HAUTE LOIRE;43169
ST AUVENT;87310;HAUTE VIENNE;87135
ST AVAUGOURD DES LANDES;85540;VENDEE;85200
ST AVE;56890;MORBIHAN;56206
ST AVENTIN;31110;HAUTE GARONNE;31470
ST AVERTIN;37550;INDRE ET LOIRE;37208
ST AVIT;16210;CHARENTE;16302
ST AVIT;26330;DROME;26293
ST AVIT;40090;LANDES;40250
ST AVIT;41170;LOIR ET CHER;41202
ST AVIT;47350;LOT ET GARONNE;47231
ST AVIT;63380;PUY DE DOME;63320
ST AVIT;81110;TARN;81242
ST AVIT DE SOULEGE;33220;GIRONDE;33377
ST AVIT DE TARDES;23200;CREUSE;23182
ST AVIT DE VIALARD;24260;DORDOGNE;24377
ST AVIT FRANDAT;32700;GERS;32364
ST AVIT LE PAUVRE;23480;CREUSE;23183
ST AVIT LES GUESPIERES;28120;EURE ET LOIR;28326
ST AVIT RIVIERE;24540;DORDOGNE;24378
ST AVIT SENIEUR;24440;DORDOGNE;24379
ST AVIT ST NAZAIRE;33220;GIRONDE;33378
ST AVOLD;57500;MOSELLE;57606
ST AVRE;73130;SAVOIE;73224
ST AY;45130;LOIRET;45269
ST AYBERT;59163;NORD;59530
ST AYGULF;83370;VAR;83925
ST BABEL;63500;PUY DE DOME;63321
ST BALDOPH;73190;SAVOIE;73225
ST BANDRY;2290;AISNE;2672
ST BARAING;39120;JURA;39477
ST BARBANT;87330;HAUTE VIENNE;87136
ST BARD;23260;CREUSE;23184
ST BARDOUX;26260;DROME;26294
ST BARNABE;22600;COTES D'ARMOR;22275
ST BARTHELEMY;38270;ISERE;38363
ST BARTHELEMY;40390;LANDES;40251
ST BARTHELEMY;50140;MANCHE;50450
ST BARTHELEMY;56150;MORBIHAN;56207
ST BARTHELEMY;70270;HAUTE SAONE;70459
ST BARTHELEMY;77320;SEINE ET MARNE;77402
ST BARTHELEMY;97133;GUADELOUPE;97123
ST BARTHELEMY D AGENAIS;47350;LOT ET GARONNE;47232
ST BARTHELEMY D ANJOU;49124;MAINE ET LOIRE;49267
ST BARTHELEMY DE BELLEGAR;24700;DORDOGNE;24380
ST BARTHELEMY DE BUSSIERE;24360;DORDOGNE;24381
ST BARTHELEMY DE SECHILIE;38220;ISERE;38364
ST BARTHELEMY DE VALS;26240;DROME;26295
ST BARTHELEMY GROZON;7270;ARDECHE;7216
ST BARTHELEMY LE MEIL;7160;ARDECHE;7215
ST BARTHELEMY LE PLAIN;7300;ARDECHE;7217
ST BARTHELEMY LESTRA;42110;LOIRE;42202
ST BASILE;7270;ARDECHE;7218
ST BASLEMONT;88260;VOSGES;88411
ST BAUDEL;18160;CHER;18199
ST BAUDELLE;53100;MAYENNE;53200
ST BAUDILLE DE LA TOUR;38118;ISERE;38365
ST BAUDILLE ET PIPET;38710;ISERE;38366
ST BAULD;37310;INDRE ET LOIRE;37209
ST BAUSSANT;54470;MEURTHE ET MOSELLE;54470
ST BAUZEIL;9120;ARIEGE;9256
ST BAUZELY;30730;GARD;30233
ST BAUZILE;7210;ARDECHE;7219
ST BAUZILE;48000;LOZERE;48137
ST BAUZILLE DE LA SYLVE;34230;HERAULT;34241
ST BAUZILLE DE MONTMEL;34160;HERAULT;34242
ST BAUZILLE DE PUTOIS;34190;HERAULT;34243
ST BAZILE;87150;HAUTE VIENNE;87137
ST BAZILE DE LA ROCHE;19320;CORREZE;19183
ST BAZILE DE MEYSSAC;19500;CORREZE;19184
ST BEAT;31440;HAUTE GARONNE;31471
ST BEAULIZE;12540;AVEYRON;12212
ST BEAUZEIL;82150;TARN ET GARONNE;82157
ST BEAUZELY;12620;AVEYRON;12213
ST BEAUZILE;81140;TARN;81243
ST BEAUZIRE;43100;HAUTE LOIRE;43170
ST BEAUZIRE;63360;PUY DE DOME;63322
ST BENEZET;30350;GARD;30234
ST BENIGNE;1190;AIN;1337
ST BENIN;59360;NORD;59531
ST BENIN D AZY;58270;NIEVRE;58232
ST BENIN DES BOIS;58330;NIEVRE;58233
ST BENOIST SUR MER;85540;VENDEE;85201
ST BENOIST SUR VANNE;10160;AUBE;10335
ST BENOIT;1300;AIN;1338
ST BENOIT;4240;ALPES DE HAUTE PROVENCE;4174
ST BENOIT;11230;AUDE;11333
ST BENOIT;86280;VIENNE;86214
ST BENOIT;97470;REUNION;97410
ST BENOIT D HEBERTOT;14130;CALVADOS;14563
ST BENOIT DE CARMAUX;81400;TARN;81244
ST BENOIT DES OMBRES;27450;EURE;27520
ST BENOIT DES ONDES;35114;ILLE ET VILAINE;35255
ST BENOIT DU SAULT;36170;INDRE;36182
ST BENOIT EN DIOIS;26340;DROME;26296
ST BENOIT EN WOEVRE;55210;MEUSE;55455
ST BENOIT LA CHIPOTTE;88700;VOSGES;88412
ST BENOIT LA FORET;37500;INDRE ET LOIRE;37210
ST BENOIT SUR LOIRE;45730;LOIRET;45270
ST BENOIT SUR SEINE;10600;AUBE;10336
ST BERAIN;43300;HAUTE LOIRE;43171
ST BERAIN SOUS SANVIGNES;71300;SAONE ET LOIRE;71390
ST BERAIN SUR DHEUNE;71510;SAONE ET LOIRE;71391
ST BERNARD;1600;AIN;1339
ST BERNARD;21700;COTE D'OR;21542
ST BERNARD;38660;ISERE;38367
ST BERNARD;57220;MOSELLE;57608
ST BERNARD;68720;HAUT RHIN;68081
ST BERNARD;97417;REUNION;97442
ST BERON;73520;SAVOIE;73226
ST BERTHEVIN;53940;MAYENNE;53201
ST BERTHEVIN LA TANNIERE;53220;MAYENNE;53202
ST BERTRAND DE COMMINGES;31510;HAUTE GARONNE;31472
ST BIEZ EN BELIN;72220;SARTHE;72268
ST BIHY;22800;COTES D'ARMOR;22276
ST BLAISE;6670;ALPES MARITIMES;6117
ST BLAISE;74350;HAUTE SAVOIE;74228
ST BLAISE DU BUIS;38140;ISERE;38368
ST BLAISE LA ROCHE;67420;BAS RHIN;67424
ST BLANCART;32140;GERS;32365
ST BLIMONT;80960;SOMME;80700
ST BLIN SEMILLY;52700;HAUTE MARNE;52444
ST BOES;64300;PYRENEES ATLANTIQUES;64471
ST BOHAIRE;41330;LOIR ET CHER;41203
ST BOIL;71940;SAONE ET LOIRE;71392
ST BOINGT;54290;MEURTHE ET MOSELLE;54471
ST BOIS;1300;AIN;1340
ST BOMER LES FORGES;61700;ORNE;61369
ST BOMERT;28330;EURE ET LOIR;28327
ST BON;51310;MARNE;51473
ST BON TARENTAISE;73120;SAVOIE;73227
ST BONNET;16300;CHARENTE;16303
ST BONNET AVALOUZE;19150;CORREZE;19185
ST BONNET BRIANCE;87260;HAUTE VIENNE;87138
ST BONNET DE BELLAC;87300;HAUTE VIENNE;87139
ST BONNET DE CHAVAGNE;38840;ISERE;38370
ST BONNET DE CHIRAC;48100;LOZERE;48138
ST BONNET DE CONDAT;15190;CANTAL;15173
ST BONNET DE CRAY;71340;SAONE ET LOIRE;71393
ST BONNET DE FOUR;3390;ALLIER;3219
ST BONNET DE JOUX;71220;SAONE ET LOIRE;71394
ST BONNET DE MONTAUROUX;48600;LOZERE;48139
ST BONNET DE MURE;69720;RHONE;69287
ST BONNET DE ROCHEFORT;3800;ALLIER;3220
ST BONNET DE SALENDRINQUE;30460;GARD;30236
ST BONNET DE SALERS;15140;CANTAL;15174
ST BONNET DE TRONCAIS;3360;ALLIER;3221
ST BONNET DE VALCLERIEUX;26350;DROME;26297
